name,categories,rating,coordinates,transactions,price,is_closed,content,review_rating,date,reviewers_name,cool_tag,useful_tag,funny_tag
Sweet Lake Biscuits & Limeade,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]",4.5,"{'latitude': 40.7335015, 'longitude': -111.8928334}",['delivery'],$$,False,What a great find!  Visiting for work from Denver.  The service was amazing.  Arri was great!  She recommend us to get the loaded hash amd add salsa.  Everything is fresh!,5,4/20/2021,Amy R.,0,0,0
Sweet Lake Biscuits & Limeade,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]",4.5,"{'latitude': 40.7335015, 'longitude': -111.8928334}",['delivery'],$$,False,"Our breakfast was delicious and the service was amazing! The hash potatoes are a ""must try"". I don't typically like drip coffee and their regular coffee was really good.",5,4/18/2021,Melanie M.,0,0,0
Sweet Lake Biscuits & Limeade,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]",4.5,"{'latitude': 40.7335015, 'longitude': -111.8928334}",['delivery'],$$,False,Came to SLc on vacation and this was by far the best meal we had. The mint limeade is out of this World. The Hoss sandwich and the bread pudding French toast were both fantastic. Special shout out to Joel our server for great recommendations and an even better personality. If I were a bar/restaurant owner I'd hire him in a second.,5,4/15/2021,Rachel L.,0,0,0
Sweet Lake Biscuits & Limeade,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]",4.5,"{'latitude': 40.7335015, 'longitude': -111.8928334}",['delivery'],$$,False,"I went to this on a Sunday and was treated quite rudely by the hostess.  She never acknowledged us and continued to be on her phone and seat everyone who came after us.  Then an Asian man came in and asked about the wait time and was told it was 20 minutes but when he left she seated the next white family that came in no wait time.  I'm confident that this restaurant discriminated against anyone who is over the age of 30, Asian. The food was nothing to brag about. So if you are in Utah do not go to this restaurant.",1,4/12/2021,Angela M.,0,0,0
Sweet Lake Biscuits & Limeade,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]",4.5,"{'latitude': 40.7335015, 'longitude': -111.8928334}",['delivery'],$$,False,"The people are nice but the food was not that amazing. It wasn't full of flavor. It took our waitress over ten minutes to bring us our drinks. The food you can tell had sat for a minute before we got it because it was no longer hot. Overall, it was a mediocre experience.",3,4/11/2021,Amanda M.,1,1,1
Sweet Lake Biscuits & Limeade,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]",4.5,"{'latitude': 40.7335015, 'longitude': -111.8928334}",['delivery'],$$,False,If you haven't been here yet you need to try the food is very unique and quite delicious. The presentation is always good in the service is always good it is a little pricey but the portions are huge,4,4/9/2021,Neal B.,0,0,0
Sweet Lake Biscuits & Limeade,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]",4.5,"{'latitude': 40.7335015, 'longitude': -111.8928334}",['delivery'],$$,False,"I've been dying to try Sweet Lake for a while, but usually there is a line out the door and a wait list for hours. Now that I've tasted their food, I completely understand why these biscuits are in such high demand. This place is worth the wait! I would avoid the weekend brunch crowd, and go on a week day. The service was prompt and the food delicious. The server was very helpful in assisting me as a first timer and recommended the Hoss and the French Toast. Both were fantastic!",5,4/8/2021,Jessie B.,0,0,0
Sweet Lake Biscuits & Limeade,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]",4.5,"{'latitude': 40.7335015, 'longitude': -111.8928334}",['delivery'],$$,False,"Simply said this place was amazing. The Hoss was delicious and the bananas bayou was probably one of the best desserts we ever had, do not pass on this. Their hot sauce was excellent. Staff was very friendly and attentive. We will be back next time we are in SLC.",5,4/8/2021,Josh B.,0,0,0
Sweet Lake Biscuits & Limeade,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]",4.5,"{'latitude': 40.7335015, 'longitude': -111.8928334}",['delivery'],$$,False,What a fun and unique place! We loved our food and the staff were super kind and accommodating to get us in and out fast! We will definitely come back!,5,4/7/2021,Tiffany E.,0,0,0
Sweet Lake Biscuits & Limeade,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]",4.5,"{'latitude': 40.7335015, 'longitude': -111.8928334}",['delivery'],$$,False,"Spotless clean. Constantly disinfecting. All staff wore masks. Tables socially distanced. That was the set up so we felt safe and comfortable. One of us had The Hoss with hash browns, and the other the Conspiracy Cakes. I had never had wheat blueberries pancakes before and they were very good! Both our meals were different from what we are used to and super nice. Our server was Ashley. It just doesn't get any better. Congratulations to whoever hired her! This was an excellent place for brunch.  We live a long ways away and we were just passing through but already dream of returning.",5,4/6/2021,Delia N.,0,0,0
Sweet Lake Biscuits & Limeade,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]",4.5,"{'latitude': 40.7335015, 'longitude': -111.8928334}",['delivery'],$$,False,"Blown away again. Sweet lake never misses. Because of the good weather, we decided to sit outside. The patio area is beautiful. Ordered the St francis, which is like a deluxe avocado toast, and it was heavenly. I don't know who St Francis is but damn he did a good job on this meal. My partner got the Titanic chicken sandwich and titanic is a good name for it because this thing was HUGE. Too big for his plate. He is someone who takes pride in being particular about fried chicken, and he approves of Sweet Lake's chicken sandwich. This says a lot people. His meal came with chips and limeade salsa as an appetizer and we really enjoyed it! Super refreshing and sweet, which is perfect to not fill you up before your meal. For beverages we tried the ""Limey Palmer"" and i have to say it wasn't super impressive. Not a terrible drink, it was just very bland and lacking flavor. Wouldn't order for 3$. However, we are still hooked on the Honeydew cucumber limeade!",5,4/5/2021,Gracie S.,0,0,0
Sweet Lake Biscuits & Limeade,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]",4.5,"{'latitude': 40.7335015, 'longitude': -111.8928334}",['delivery'],$$,False,If you want a great place for breakfast or lunch definitely recommend coming here. Overall experience is great and servers are always smiling and super friendly. If I could with out gaining 100 lbs extra I would come and dine here wayyyyy more frequently lol,5,4/4/2021,Sam T.,0,0,0
Sweet Lake Biscuits & Limeade,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]",4.5,"{'latitude': 40.7335015, 'longitude': -111.8928334}",['delivery'],$$,False,"Been to this place a couple times now, and the food is good, but the service was a little off, which is why I try to avoid busy brunch spots usually.The drinks are probably what they do best, I've tried the honeydew cucumber limeade which was delicious, but they all look tasty. I was wanting to try the Backporch (or was it frontporch?) cocktail but unfortunately they only serve the liquor cocktails at their Draper location. I went for a Lime Shandy as a backup but they were out of that which was disappointing.I tried the T. Rose to see how the portobello compared to the chicken, which I am sad to say it didn't. It was pretty good, and I really liked the asparagus but the entire time I kept wishing I was eating some of their delicious crunchy fried chicken. Their hash browns with quinoa and some other goodies I couldn't identify was delicious by the way. A little bummed it doesn't come with and you have to order it as a side, but m worth the extra $3 in my opinion. Overall verdict is tasty but overrated, but maybe that's just cause brunch isn't my favorite meal, but if you are an avid brunches you may disagree with me.",3,4/3/2021,Sean R.,1,1,1
Sweet Lake Biscuits & Limeade,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]",4.5,"{'latitude': 40.7335015, 'longitude': -111.8928334}",['delivery'],$$,False,"I wish I had the capability to give this place 10 stars. Here's why:The food was phenomenal. Like, UNREALISTICALLY good. My friend and I were visiting from out of town, and we decided to split an entree. We ordered the Cuban (the sandwich one), but they brought us the Cuban Benedict (I hate benedicts) and guys IT WAS SO GOOD. Let me reiterate that they brought us the wrong thing, I hate benedicts, and this thing was still so good we finished it. That right there is next level food.We also had their blackberry lemonade mimosa and the honeydew cucumber limeade - that limeade tho. I hate cucumber. I loved this limeade. Their food is MAGIC.After we left, we looked at our bill and realized we had been brought the wrong entree and that an extra drink had been added to our bill. All in all, we got mischarged about $7. I emailed them about it, and they REFUNDED OUR WHOLE MEAL. Who even does that?!  They had a hard time getting the refund to go through, but they kept at it until it worked, all the while being extremely kind, apologetic, and just the best in every way. I am so mad that we don't live near this place so I can give them money every week because not only does their food deserve it, they deserve to be supported as a top example of everything a business should be.GO HERE EVEN IF YOU DON'T GO ANYWHERE ELSE IN SALT LAKE. This place has my loyalty until death",5,4/3/2021,Millie L.,0,0,0
Sweet Lake Biscuits & Limeade,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]",4.5,"{'latitude': 40.7335015, 'longitude': -111.8928334}",['delivery'],$$,False,Can't say enough food things!! Definitely get the biscuit bites. All the food and limeades we had we're absolutely delicious. Our server was super friendly and even though it was busy you could tell he was working hard to make everyone in his section feel good. Definitely would come back!,5,3/31/2021,Autumn K.,2,2,2
Sweet Lake Biscuits & Limeade,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]",4.5,"{'latitude': 40.7335015, 'longitude': -111.8928334}",['delivery'],$$,False,"If I could give this place more than 5 stars believe me- I WOULD! Are you looking to satisfy a delicious brunch craving with an eggs Benedict? Perhaps you're looking for something a little different, like some chilaquiles? Or are you just feelin' like chompin' down a juicy burger? Look no further, THIS here is your spot. The feel of the place is comfy and cute- super aesthetic if brunch selfies are your thing. The people who work here are super sweet and make you feel welcome. But the FOOD?! Lawd Jesus. Delicious! I got the Benedict biscuit and every bite of that was delicious. Biscuit was soft, egg perfectly cooked, savory yet slightly sweet ham...yummmm. I could eat this at least once a week and look forward to it every time as if it was my first, every time. I washed that down with an OJ mimosa. The juice was freshly squeezed! It was so delicious and refreshing. And if you appreciate hot sauce that is spicier than Cholula, you have GOT to sprinkle the red and green sauces available at the table. The red has a pretty strong punch so sprinkle with caution-or not, all up to you. The green tasted fresh, like my mom makes back in LA. Overall, I'm pretty pumped to have found such an incredible brunch spot. I'll definitely be back!",5,3/30/2021,Melissa T.,2,1,1
Sweet Lake Biscuits & Limeade,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]",4.5,"{'latitude': 40.7335015, 'longitude': -111.8928334}",['delivery'],$$,False,By far my favorite breakfast/brunch place in Salt Lake. All the drinks are so good and unique and reasonably good price.,5,3/30/2021,Bruno O.,0,0,0
Sweet Lake Biscuits & Limeade,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]",4.5,"{'latitude': 40.7335015, 'longitude': -111.8928334}",['delivery'],$$,False,"We waited an hour for our table after being told it would be 30 minutes. We finally went and asked what was going on and they said someone had taken us off the list and we never received any kind of phone notification and nobody ever came to check on us. When we finally got sat, it was another 10 minutes for anyone to come by with even water. Multiple takes came and left before we even got sat. Really disappointed with the service.",1,3/28/2021,Alie I.,0,0,0
Sweet Lake Biscuits & Limeade,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]",4.5,"{'latitude': 40.7335015, 'longitude': -111.8928334}",['delivery'],$$,False,I got a to go order and was extremely disappointed. The biscuits were hard as rock and there was more slaw than pulled pork. The food was cold. No one in my party got their chips with the order. The drinks are good but nothing worth going for if the food isn't up to par. The staff was not friendly either. Disappointed with my experience here,1,3/28/2021,Tiauna L.,0,0,0
Sweet Lake Biscuits & Limeade,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]",4.5,"{'latitude': 40.7335015, 'longitude': -111.8928334}",['delivery'],$$,False,"Delicious food, and great service! The biscuits are amazing, and the hot chocolate was the best I have ever had!",5,3/27/2021,Amanda G.,0,0,0
Sweet Lake Biscuits & Limeade,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]",4.5,"{'latitude': 40.7335015, 'longitude': -111.8928334}",['delivery'],$$,False,"I'm shocked at the ratings, I saw some pictures and thought this place looked amazing! I went today and got the hoss and even though it looks amazing it had NO flavor, I was so confused why it didn't taste good but it didn't. Then I tried my friends food and it was dull as well. HUGE disappointment as we spent about $50!",1,3/26/2021,Megan O.,0,0,0
Sweet Lake Biscuits & Limeade,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]",4.5,"{'latitude': 40.7335015, 'longitude': -111.8928334}",['delivery'],$$,False,I love this restaurant but they keep mangling their delivery menu on Doordash/Caviar/Chowhound. A few weeks ago they removed the Basic from their menu (which isn't my favourite but I definitely do like it and order it occasionally). The real qualm I have is that last week they removed the Biscuit Benedict which is easily my favourite item on the menu (I'd even go so far as to say it's my favourite breakfast in SLC). The Hoss and the biscuit+gravy are pretty solid but they really don't compete with the items they pulled off.,3,3/22/2021,Zak P.,0,0,1
Sweet Lake Biscuits & Limeade,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]",4.5,"{'latitude': 40.7335015, 'longitude': -111.8928334}",['delivery'],$$,False,Best breakfast/brunch place in SLC! Biscuits are delicious and the chicken is amazing!,5,3/21/2021,Amanda H.,0,0,0
Sweet Lake Biscuits & Limeade,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]",4.5,"{'latitude': 40.7335015, 'longitude': -111.8928334}",['delivery'],$$,False,"My wife and I ate here late in the afternoon on a Saturday.  Not to busy.  Food was good, but serve needs a lot of work.  Took forever to order and to get the check after we finished eating.  I don't know if I would return if it is this slow regarding service.  I feel myself age as I sit here waiting.",3,3/20/2021,Al P.,0,0,0
Sweet Lake Biscuits & Limeade,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]",4.5,"{'latitude': 40.7335015, 'longitude': -111.8928334}",['delivery'],$$,False,Always delicious! The eggs are cooked to perfection and I love their homemade hot sauces and the quinoa hash.,5,3/20/2021,Samantha R.,0,0,0
Sweet Lake Biscuits & Limeade,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]",4.5,"{'latitude': 40.7335015, 'longitude': -111.8928334}",['delivery'],$$,False,"Yummy options, nice and helpful ervice! Taking COVID precautions, we had a great experience.",5,3/18/2021,Charlotte B.,0,0,0
Sweet Lake Biscuits & Limeade,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]",4.5,"{'latitude': 40.7335015, 'longitude': -111.8928334}",['delivery'],$$,False,This is one our favorite breakfast spots ever. The food is so fresh and delicious and we just love it. I have tried multiple things on the menu and each one is delicious. The inside of the restaurant is clean and spaced well. Ordering take out is super easy and kept under a warmer which I appreciate so much.,5,3/18/2021,Emily H.,0,0,0
Sweet Lake Biscuits & Limeade,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]",4.5,"{'latitude': 40.7335015, 'longitude': -111.8928334}",['delivery'],$$,False,"Amazing! First time here, came at around 11 am, heard  about this place from a friend, and it's really   delicious! We waited 5 min to be seated....Their lime juice are aweeeesome, they have a little corner where they prepare the fresh juices for you!I really like it, I  was impressed and exceed my expectations.... will be back for sure!!!!",5,3/17/2021,Denise A.,0,0,0
Sweet Lake Biscuits & Limeade,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]",4.5,"{'latitude': 40.7335015, 'longitude': -111.8928334}",['delivery'],$$,False,"This place was outstanding! Right when I walked in, I was greeted by the server and the barista. The first bite of my food took me away. I ordered the hoss biscuit meal and the hash browns. The chicken was the perfect amount of crispy and the bacon was a great compliment. Also had the honeydew limeade. The limeade was the best drink I've ever had in my life. Perfect balance of all of the key ingredients.",5,3/16/2021,Francine Stephanie V.,0,1,0
Sweet Lake Biscuits & Limeade,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]",4.5,"{'latitude': 40.7335015, 'longitude': -111.8928334}",['delivery'],$$,False,"It was okay. The girls were real sweet and the food was okay, but the service (at this price) was horrible. Waited outside in the cold only to have people seated before. Had plenty of time to look at the menu so I was ready and placed my order before all the other tables, and yet, I was the one served last. Pretty sure the sweet girl forgot my order. Probably won't return, seems like one of the many, many overrated places in Utah.",3,3/15/2021,Jessicca J.,0,0,0
Sweet Lake Biscuits & Limeade,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]",4.5,"{'latitude': 40.7335015, 'longitude': -111.8928334}",['delivery'],$$,False,"Hostess was very rude. She told me the wait was 1 hour. So I quickly ran to fill up my gas tank at Costco. 20 minutes later after putting my reservation in, they sent me a text saying the table was ready. I get there 10 minutes after the text was received, then waited in the long hostess line for 4 minutes. I said my name and she said, ""since we sent you the text 19 minutes ago, we already sat your table."" I told her they sent it to me 10 minutes before I got in line to be seated, and they were drastically (70%) off the stated wait time when I put in my reservation. She said, ""no, we sent it to you 19 minutes ago."" Well after she found a table I looked. And it's been 14 minutes... she was so rude I never want to come back here. My meal, the hoss, was also just okay for the price. Chicken tasted like it was frozen and had been baked. Upgrading to two stars because my waiter, Cliff, was very pleasant to interact with. He was the best part of the whole experience. Super chill dude.",2,3/14/2021,Matthew P.,0,0,0
Sweet Lake Biscuits & Limeade,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]",4.5,"{'latitude': 40.7335015, 'longitude': -111.8928334}",['delivery'],$$,False,"If you  like big food and are impressed with an over-the-top presentation at the expense  of tasty food, then this might be the place for you.  The biscuits are very good (which you'd expect given the name) but the limeade is not.  I love limeade but I didn't drink more than a few sips. Gravy should be great at a place like this, but it's bland and tastes suspiciously like it's from a mix.  The hash browns with quinoa are just weird.",3,3/13/2021,Kay S.,0,0,0
Sweet Lake Biscuits & Limeade,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]",4.5,"{'latitude': 40.7335015, 'longitude': -111.8928334}",['delivery'],$$,False,"Love this place! First visit we had the Hoss and it was excellent, but on visit 2, we tried the Titanic (biscuit) and it is a fave. Of course, it includes the house biscuit.  Chicken is juicy and crispy, the spicy pickle is a great topping with the perfect sour note and the sandwich has bacon! Perfect.",5,3/11/2021,Shanna R.,0,0,0
Sweet Lake Biscuits & Limeade,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]",4.5,"{'latitude': 40.7335015, 'longitude': -111.8928334}",['delivery'],$$,False,Awesome is the only word I can say. Food was AMAZING!!!!  I wish they opened one up where I live or make a recipe book.   Everything was Amazon no went with three friends and we had,5,3/11/2021,Carrie P.,0,0,0
Sweet Lake Biscuits & Limeade,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]",4.5,"{'latitude': 40.7335015, 'longitude': -111.8928334}",['delivery'],$$,False,"I came here for a team lunch. We did make reservations which I felt helped with being seated quickly. We decided to order breakfast for lunch and got ""The HOSS"" and ""BASIC"" both serving sizes were generous. Also suggest ordering the Banana foster to share because that was a treat! The service was slow but overall a decent experience. I did order a limey Palmer...I should have paid attention to the word limey because it was just that. Id love to come back and try other limeades. The overall vibe is great, workers were friendly and didn't rush you to leave or order right that second.",3,3/10/2021,Angela I.,0,0,0
Sweet Lake Biscuits & Limeade,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]",4.5,"{'latitude': 40.7335015, 'longitude': -111.8928334}",['delivery'],$$,False,"i never write reviews but i thought this would be the time. my boyfriend and i came here for breakfast a couple days ago and we loved this place. when we got seated we had to wait 30 minutes before anyone even realized we didn't have any drinks or food in front of us. when we finally got our biscuit benedicts, it tasted good but the real trouble came a couple hours later. we both realized we had food poisoning and had to go to work with diarrhea. it's been 2 days later and we still have diarrhea because of this place. also after we ate i still tipped 20% even though the service wasn't great and now i feel ripped off. so go at your own risk",1,3/10/2021,Joleen W.,0,0,0
Sweet Lake Biscuits & Limeade,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]",4.5,"{'latitude': 40.7335015, 'longitude': -111.8928334}",['delivery'],$$,False,"First of All I can't give a review on the food because we were not seated even though there was a lovely table unused, social distanced from other tables. The gal seating said she was too busy so we would have to wait 30 minutes before even seating us. We wouldn't have minded just setting and having a cup of coffee while waiting... We were quite disappointed with the short experience we had. I wouldn't usually Yelp about this, but we didn't feel very welcome to this establishment so that's what I'm Yelping about... Needless to say we won't give this restaurant a second try. If only the girl working had been more accommodating this review may have been much better!",1,3/10/2021,Lynda H.,0,2,0
Sweet Lake Biscuits & Limeade,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]",4.5,"{'latitude': 40.7335015, 'longitude': -111.8928334}",['delivery'],$$,False,"Spent one day in SLC, did a quick google search Of places that serve breakfast and came across this restaurant. There was no wait time so we were seated pretty quickly and the staff were very friendly. The food was off the chart delicious we were so glad to have stumbled across this gem.",5,3/8/2021,wendy l.,1,0,0
Sweet Lake Biscuits & Limeade,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]",4.5,"{'latitude': 40.7335015, 'longitude': -111.8928334}",['delivery'],$$,False,"WOW. Talk about some tasty food. I should have written this review a few month ago, but forgot (but it goes to show how stand out the food was since I still remember it).My partner and I looked up the best places in Salt Lake City for breakfast and Sweet Take Biscuits & Limeade was right at the top.There was a little bit of a wait, but overall it wasn't bad. The service was friendly and quick. I ordered the ORANGE RASPBERRY LEMONADE and BISCUIT BENEDICT with HASH BROWNS. The hash browns are super unique with the red quinoa, but super tasty. The meal overall was amazing... but honestly, nothing could compare to the homemade biscuit that my partner ordered on the side. It was hands down the best biscuit I have ever tasted. If you are in the area, I would highly suggest stopping in for breakfast. I can guarantee you will have a great meal.",5,3/7/2021,Jonathan D.,1,1,1
Sweet Lake Biscuits & Limeade,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]",4.5,"{'latitude': 40.7335015, 'longitude': -111.8928334}",['delivery'],$$,False,"Incredibly delicious biscuit plates - want to go back, might have to schedule a trip just to eat! If you're on the fence, give it a try. I believe you can also put together a healthy plate if that's your aim, but you have to try the biscuit!",5,3/7/2021,Prem P.,1,1,0
Sweet Lake Biscuits & Limeade,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]",4.5,"{'latitude': 40.7335015, 'longitude': -111.8928334}",['delivery'],$$,False,The food here is good! We got the limeades and the hoss and my wife got French toast! The hoss was good but needed more gravy and better biscuits in my opinion the French toast was dang good! A little bit too expensive for a breakfast place but it's a cool atmosphere and the service was really good,3,3/6/2021,Isaac C.,0,1,0
Sweet Lake Biscuits & Limeade,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]",4.5,"{'latitude': 40.7335015, 'longitude': -111.8928334}",['delivery'],$$,False,"I googled, breakfast near me, and this place popped up.  4.5 startsI think people are just being too nice to this place.  I like supporting small businesses and I do not expect a lot, but,1st. Waiting for too long just to place the order. 2nd. Asked for a tee spoon to mix sugar in coffee, got a table spoon.  A teaspoon to mix sugar should have been there from the start.3rd. Eggs Benedict was so so.  Very messy and too watery.  Perhaps it was because I ordered a Cubano.  Basically some pork meat. Shredded. Inside of the eggs Benedict.4th. Ambiance is very basic. 5th. The young girls serving us were probably overwhelmed with work.  But, they did try. I really wanted to give them more stars.  At least one more.  But, I just can't.  They are a 3 star place.",3,3/1/2021,Alex Y.,1,1,0
Sweet Lake Biscuits & Limeade,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]",4.5,"{'latitude': 40.7335015, 'longitude': -111.8928334}",['delivery'],$$,False,Not a long wait time at all! Staff was nice wore mask social distancing as well. The food is very delicious and the Mint and Raspberry limeade were my favorites! Highly recommend for brunch! Kids are welcomed as well!,4,3/1/2021,I94 P.,1,0,0
